elapsed_s,stamp_s,x_in_path_frame_m,y_in_path_frame_m,signed_cte_m,tracking_error_m
12.200750828,1787875088.629653931,1.750690715,0.746995446,-0.036192975,0.036192975
12.249975681,1787875088.678878784,1.756175573,0.747116409,-0.038381620,0.038381620
12.301135778,1787875088.730038881,1.760696432,0.747346746,-0.040066986,0.040066986
12.350715637,1787875088.779618740,1.764448856,0.747642584,-0.041370861,0.041370861
12.400018930,1787875088.828922033,1.767250782,0.747932654,-0.042281659,0.042281659
12.452135324,1787875088.881038427,1.771400140,0.748456537,-0.043544817,0.043544817
12.500575781,1787875088.929478884,1.704052285,0.775582742,0.009307345,0.009307345
12.550057173,1787875088.978960276,1.709547737,0.776878304,0.008180748,0.008180748
12.601244450,1787875089.030147552,1.714283620,0.778069722,0.007277897,0.007277897
12.650019169,1787875089.078922272,1.719608584,0.779488733,0.006334832,0.006334832
12.700627804,1787875089.129530907,1.725442738,0.781143658,0.005392586,0.005392586
12.750197411,1787875089.179100513,1.731788359,0.783065190,0.004478075,0.004478075
12.802156925,1787875089.231060028,1.737580003,0.784944548,0.003757420,0.003757420
12.851650000,1787875089.280553102,1.746225149,0.787947521,0.002861178,0.002861178
12.900731802,1787875089.329634905,1.757164668,0.792021619,0.001975999,0.001975999
12.950136185,1787875089.379039288,1.768862298,0.796693573,0.001315956,0.001315956
13.000885010,1787875089.429788113,1.779322093,0.801172262,0.000999161,0.000999161
13.051558018,1787875089.480461121,1.789075933,0.805664649,0.000990639,0.000990639
13.100026369,1787875089.528929472,1.798441738,0.810340299,0.001311123,0.001311123
13.151934862,1787875089.580837965,1.816330411,0.809662671,-0.006800531,0.006800531
13.200474024,1787875089.629377127,1.823834925,0.814225597,-0.005802407,0.005802407
13.251512766,1787875089.680415869,1.832193971,0.819647948,-0.004382059,0.004382059
13.301727295,1787875089.730630398,1.840165863,0.825096884,-0.002775333,0.002775333
13.350520611,1787875089.779423714,1.847054098,0.830013657,-0.001197674,0.001197674
13.401265621,1787875089.830168724,1.854991787,0.835871755,0.000794887,0.000794887
13.450980902,1787875089.879884005,1.862769799,0.841717719,0.002843345,0.002843345
13.501986980,1787875089.930890083,1.870562212,0.847585464,0.004905545,0.004905545
13.551982164,1787875089.980885267,1.879222352,0.853997551,0.007098357,0.007098357
13.600502253,1787875090.029405355,1.890077619,0.861762275,0.009599423,0.009599423
13.653047323,1787875090.081950426,1.900852866,0.869082597,0.011730523,0.011730523
13.700014114,1787875090.128917217,1.911783540,0.875986168,0.013418097,0.013418097
13.750821114,1787875090.179724216,1.904741725,0.875006032,0.015479103,0.015479103
